criatura_id,universo_id,nombre,calma,vinculo,estimulacion,independencia,raza_real_id,explicacion_equivalencia,descripcion,url_imagen
127,4,Los Kodama,5,2,1,5,Bergamasco Sheepdog,Silenciosos y neutros. Muy independientes. Presencia serena sin necesidad de vínculo.,"Los espíritus diminutos y blancos del bosque de La Princesa Mononoke que aparecen entre los árboles sacudiendo sus cabezas con un sonido de matraca. Su presencia indica que el bosque está sano; su ausencia, que algo va muy mal.",iconografia/criaturas/los_kodama.jpg
128,4,Espantapájaros Cabeza de Nabo,4,5,2,1,Japanese Spitz,Torpe y afectuoso. Vínculo total con Sophie. Necesita compañía constante.,"El espantapájaros que Sophie encuentra en el jardín nevado y que se mueve solo, ayuda a la puerta a funcionar y busca desesperadamente algo que no puede decir. Su historia completa solo se entiende al final de la película.",iconografia/criaturas/espantapajaros_cabeza_de_nabo.jpg
129,4,Susuwataris,3,3,4,3,Boston Terrier,Muy activos y curiosos. Trabajan en grupo. Alegres y sorprendentemente adaptables.,"Las pequeñas bolas de hollín que viven en las casas abandonadas y que se alimentan de oscuridad. Huyen de la luz y de las personas. En El Viaje de Chihiro trabajan cargando carbón en los baños de Yubaba, un trabajo que hacen en silencio y con una concentración sorprendente.",iconografia/criaturas/susuwataris.jpg
130,4,Bebé ratón,4,5,2,1,Biewer Terrier,Pequeño y muy afectuoso. Necesita compañía y vínculo constante.,"El bebé enorme de Yubaba transformado en ratón por Zeniba, que pasa la mayor parte de la película sentado en el hombro de Chihiro aprendiendo a ver el mundo desde un punto de vista completamente diferente al que tenía en su habitación acolchada.",https://static.wikia.nocookie.net/studio-ghibli/images/7/7e/Boh_winks.jpg/revision/latest?cb=20180815032035
131,4,Lobos de Moro,2,3,4,5,Kishu Ken,Poderosos y salvajes. Leales solo a los suyos. Muy difíciles de vincular.,"Los lobos blancos enormes que son la familia de San, los hijos de la diosa loba Moro. Feroces con los humanos que amenazan el bosque, su lealtad hacia San es total aunque la tensión entre el mundo humano y el animal la afecte a ella de maneras que ellos no pueden entender del todo.",iconografia/criaturas/lobos_de_moro.jpg
132,5,Desdentado,3,5,4,2,Flat-Coated Retriever,Alegre y optimista. Vínculo extraordinario con Hipo. Muy activo y afectuoso. Necesita compañía constante.,"La Furia Nocturna de Hipo, la especie de dragón más rara y temida del archipiélago, que resulta ser la más inteligente y afectuosa cuando se le da la oportunidad. Pierde una aleta en la caída que lo captura y depende de la prótesis que Hipo le construye para volar. Su relación con Hipo es el corazón emocional de toda la trilogía.",iconografia/criaturas/desdentado.png
133,5,Tormenta,3,4,4,3,Australian Shepherd,Activa e inteligente. Leal pero con carácter fuerte. Necesita actividad constante.,"La Nadder Mortal de Astrid, un dragón de espinas venenosas y fuego de altísima temperatura que es tan orgulloso y competitivo como su entrenadora. Su vínculo con Astrid se construye sobre el respeto mutuo entre dos seres igualmente testarudos.",iconografia/criaturas/tormenta.jpg
134,5,Barrilete,4,4,2,2,Greater Swiss Mountain Dog,Calmada y familiar. Leal y afectuosa. Fácil de llevar y estable.,"El Gronckle de Patapez, un dragón rechoncho, lento y extraordinariamente resistente que puede escupir roca fundida. Perezoso y afectuoso, refleja perfectamente el carácter de su entrenador.",iconografia/criaturas/barrilete.jpg
135,5,Vómito y Eructo,2,4,5,2,Siberian Husky,Traviesos e inseparables. Muy activos y juguetones. Leales a su entrenador.,"El Cremallerus Espantosus de los gemelos Chusco y Brusca, un dragón de dos cabezas que raramente se ponen de acuerdo sobre nada, igual que sus entrenadores. Una cabeza libera gas y la otra lo enciende.",iconografia/criaturas/vomito_y_eructo.jpg
136,5,Colmillo,2,3,4,4,Thai Ridgeback,Difícil al principio. Leal cuando confía. Independiente y con carácter fuerte.,"El Pesadilla Monstruosa de Mocoso, un dragón que puede recubrirse de fuego y que tiene un carácter tan explosivo como su poder. Requiere un entrenador con confianza en sí mismo para establecer el vínculo.",iconografia/criaturas/colmillo.jpg
137,5,Rompecráneos,4,4,2,3,Bouvier des Flandres,Leal y protector. Calmado y poderoso. Fiel a los suyos.,"El Cuernatronante de Estoico, un dragón de cabeza enorme y durísima diseñado para embestir. Tan directo y sin matices como su entrenador.",https://static.wikia.nocookie.net/howtotrainyourdragon/images/f/fc/Skullcrusher_Render.png/revision/latest/scale-to-width-down/600?cb=20250705175405
138,5,Asaltanubes,3,3,3,4,Briard,Poderoso e independiente. Leal a Valka. Reservado con extraños.,"El Nube de Tormenta de Valka, un dragón enorme que la ha acompañado durante veinte años en el santuario. Su vínculo con ella es el más antiguo y profundo de todos los dragones de la trilogía junto al de Desdentado y Hipo.",https://static.wikia.nocookie.net/howtotrainyourdragon/images/e/eb/1481742530411.png/revision/latest/scale-to-width-down/600?cb=20180920171552
139,5,Furia Diurna,4,2,2,5,Peruvian Inca Orchid,Independiente y esquiva. Leal solo cuando elige. Noble y difícil de vincular.,"La pareja de Desdentado que aparece en la segunda película, la última Furia Diurna conocida. Más desconfiada que Desdentado con los humanos, su relación con él es el catalizador que lleva a Desdentado a elegir entre el mundo humano y el mundo de los dragones en la tercera película.",https://static.wikia.nocookie.net/howtotrainyourdragon/images/d/d8/THW-Unnamed_Light_Fury-Transparent.png/revision/latest/scale-to-width-down/600?cb=20190202201459
140,6,Yago,2,3,4,3,Affenpinscher,Ruidoso y sarcástico. Leal a su manera. Con mucho carácter y muy expresivo.,"El loro rojo de Jafar en Aladín, sarcástico, codicioso y mucho más inteligente que la mayoría de los personajes. Su lealtad a Jafar es oportunista y cambia de bando en cuanto ve que la situación lo requiere. En la segunda película tiene su propio arco de redención.",iconografia/criaturas/yago.jpg
141,6,Timothy Q. Mouse,3,5,3,2,Brussels Griffon,Valiente y leal. Pequeño pero atrevido. Vínculo total con Dumbo.,"El ratón que se convierte en el único amigo y manager de Dumbo, el único que cree en él desde el principio y que idea el plan para que use sus orejas como alas. Pequeño, ingenioso y con una confianza en su amigo que va por delante de cualquier evidencia.",https://static.wikia.nocookie.net/disney/images/5/5a/Profile_-_Timothy_Q._Mouse.jpg/revision/latest/scale-to-width-down/556?cb=20190316165315
143,6,Arquímedes,3,3,3,4,Scottish Deerhound,Inteligente y gruñón. Independiente y digno. Leal a su manera.,"El búho sabio y algo petulante del Mago Merlín en La Espada en la Piedra, el que en realidad sabe más de lo que aparenta y el que acepta con menos entusiasmo la educación del joven Arturo.",iconografia/criaturas/arquimedes.jpg
144,6,Rey Louie,2,3,5,3,Boxer,Caótico y muy sociable. Muy activo y divertido. Le encanta la atención.,El rey orangután de El Libro de la Selva que quiere el secreto del fuego para convertirse en humano. Su número musical es uno de los más recordados de la época clásica de Disney.,https://static.wikia.nocookie.net/disney/images/b/b2/Profile_-_King_Louie.jpeg/revision/latest/scale-to-width-down/600?cb=20260424200251
145,6,Baloo,4,4,3,3,Black and Tan Coonhound,Muy tranquilo y despreocupado. Afectuoso y leal. Fácil de llevar.,"El oso perezoso de El Libro de la Selva, el filósofo del mínimo esfuerzo y la máxima diversión. Su amistad con Mowgli es la relación central de la película y su teoría de las 'necesidades básicas' es probablemente la canción más repetida del Disney clásico.",https://static.wikia.nocookie.net/disney/images/3/31/Profile_-_Baloo.jpeg/revision/latest/scale-to-width-down/599?cb=20190712012558
146,6,Winnie Pooh,5,5,1,1,Bolognese,Muy tranquilo y afectuoso. Vínculo total. Necesita compañía constante.,"El oso de peluche de Christopher Robin, gentil, algo torpe con las palabras y con un foco absoluto en la miel que le impide pensar en casi nada más. Su sabiduría accidental, la que aparece cuando no está intentando ser sabio, es el corazón de las historias del Bosque de los Cien Acres.",iconografia/criaturas/winnie.jpg
147,6,Ígor,3,4,2,2,Old English Sheepdog,Leal y servicial. Algo torpe pero siempre dispuesto. Necesita guía.,"Eeyore es el burro melancólico del Bosque de los Cien Acres, el amigo que ve el lado oscuro de todo pero que siempre aparece cuando se le necesita. Su tristeza tranquila y su aceptación estoica de las desgracias lo convierten en uno de los personajes más honestos emocionalmente de las historias de Winnie Pooh.",https://static.wikia.nocookie.net/disney/images/1/1c/Profile_-_Eeyore.png/revision/latest/scale-to-width-down/600?cb=20210516060155
148,6,Gurgi,3,5,3,1,Welsh Springer Spaniel,Muy leal y ansioso. Necesita vínculo constante. Alegre y servicial.,"La criatura peluda y algo cobarde que acompaña a Taran en El Caldero Mágico, siempre hablando de sí mismo en tercera persona y siempre al borde del pánico. Su sacrificio al final de la película es el momento más sorprendente de una de las películas más olvidadas de Disney.",https://static.wikia.nocookie.net/disney/images/d/d9/Gurgi.jpg/revision/latest/scale-to-width-down/506?cb=20250406074557
149,6,Sebastián,3,4,3,2,Norwegian Buhund,Listo y expresivo. Leal aunque gruñón. Necesita que las cosas salgan bien.,"El cangrejo consejero del Rey Tritón en La Sirenita, encargado de vigilar a Ariel y completamente incapaz de controlarla. Sus intentos de razonar con ella y de ocultarle información a Tritón lo convierten en el personaje más estresado de la película. Su número Under the Sea es el más memorable.",iconografia/criaturas/sebastian.jpg
150,6,Flounder,3,5,3,1,Miniature American Shepherd,Leal y devoto. Algo nervioso pero vínculo total con Ariel.,"El mejor amigo de Ariel, un pez rayado que tiene miedo a casi todo pero que siempre acaba ayudando a Ariel en sus aventuras a pesar de ese miedo. Su lealtad es más grande que su valentía, lo que lo hace más heroico que los personajes que no tienen que vencer nada para actuar.",https://static.wikia.nocookie.net/disney/images/6/60/Profile_-_Flounder.jpeg/revision/latest/scale-to-width-down/600?cb=20191026173646
151,6,Genio,3,5,5,2,Harrier,Muy activo y sociable. Extraordinariamente expresivo. Necesita vínculo total.,"El genio de la lámpara de Aladín, el personaje con más poder del universo de la película y el que más sueña con la libertad. Su amistad con Aladín es el vínculo más honesto de la historia. Robin Williams le dio una energía que ninguna versión posterior ha podido replicar.",iconografia/criaturas/genio.jpg
152,6,Abu,3,5,4,2,Norwich Terrier,Leal y curioso. Muy activo y alerta. Vínculo total con Aladdin.,"El mono de Aladín, su compañero desde siempre y el que tiene más problemas para aceptar los cambios que trae Jasmine a sus vidas. Pequeño, expresivo y con una capacidad para el robo que ha salvado la situación más de una vez.",https://static.wikia.nocookie.net/disney/images/3/3f/Profile_-_Abu.png/revision/latest/scale-to-width-down/600?cb=20190526020855
153,6,Hugo Víctor y Laverne,4,4,3,3,Beagle,Amigables y curiosos. Leales a Quasimodo. Equilibrados y alegres.,"Las tres gárgolas de la catedral de Notre Dame que solo cobran vida para Quasimodo, sus únicos amigos durante años. Son a la vez sus consejeros, su compañía y el símbolo de su aislamiento: cuando Quasimodo sale al mundo, ya no las necesita de la misma manera.",iconografia/criaturas/hugo_victor_laverne.jpg
154,6,Pegaso,3,5,4,2,Brittany,Muy activo y leal. Vínculo total con Hércules. Alegre y expresivo.,"El caballo alado que Zeus crea para Hércules desde una nube, su compañero desde la infancia. Leal, algo celoso de la atención de Megara y capaz de expresar emociones con una riqueza que no necesita palabras.",iconografia/criaturas/pegaso.jpg
155,6,Filoctetes,3,4,3,3,Standard Schnauzer,Listo y valiente. Leal aunque gruñón. Con mucho carácter.,"El sátiro entrenador de héroes de Hércules, el hombre que ha visto fracasar a todos sus pupilos anteriores y que acepta entrenar a Hércules con la esperanza de que este sea por fin el héroe que lo vindique. Su arco es el del mentor que tiene que aprender a soltar el ego.",iconografia/criaturas/filoctetes.jpg
156,6,Mushu,2,5,5,2,Toy Fox Terrier,Muy expresivo y valiente. Vínculo total con Mulán. Muy activo e impulsivo.,"El pequeño dragón rojo que acompaña a Mulan, degradado de guardián de la familia a despertador de los ancestros y que ve en la misión de proteger a Mulan su oportunidad de recuperar el honor. Su tamaño y su boca son inversamente proporcionales.",https://static.wikia.nocookie.net/disney/images/1/17/Profile_-_Mushu.jpeg/revision/latest/scale-to-width-down/600?cb=20190425004614
157,6,Cri-Kee,4,4,2,2,Norfolk Terrier,Tranquilo y leal. Alegre y sin miedo. Necesita compañía cercana.,El grillo de la suerte de Mulan que en realidad no da suerte pero cuya presencia constante junto a ella es un recordatorio de que la suerte no es lo que determina el resultado.,https://static.wikia.nocookie.net/disney/images/f/f3/Profile_Cri-Kee.png/revision/latest/scale-to-width-down/498?cb=20190312075700
158,6,Hermanito,4,5,2,1,Redbone Coonhound,Tranquilo y muy afectuoso. Vínculo total. Necesita compañía constante.,"Hermanito es el perro de pelaje blanco con manchas marrones de Mulán, su compañero inseparable y el primero en recibirla cuando vuelve a casa. Juguetón y siempre con una sonrisa, ayuda a Mulán en sus tareas cotidianas llevando el saco de comida para las gallinas. No entiende nada de lo que ocurre a su alrededor pero está ahí siempre, con la lealtad simple y completa de quien no necesita entender para quedarse.",iconografia/criaturas/hermanito.jpg
159,6,Terk,2,4,5,3,Swedish Vallhund,Muy activa y sociable. Leal a Tarzán. Enérgica y expresiva.,"La gorila amiga de Tarzán desde la infancia, la que lo acepta en la manada cuando nadie más quiere y la que más le cuesta aceptar que Tarzán tenga un mundo fuera de la selva.",https://static.wikia.nocookie.net/disney/images/0/09/Terk.jpg/revision/latest/scale-to-width-down/600?cb=20160912130943
160,6,Tantor,4,4,2,2,Alaskan Malamute,Calmado y afectuoso. Leal y juguetón. Algo ansioso ante lo desconocido.,"El elefante ansioso y fóbico a los gérmenes que es el amigo menos probable de Tarzán, siempre preocupado por todo lo que podría salir mal y siempre presente cuando algo efectivamente sale mal.",https://static.wikia.nocookie.net/disney/images/5/57/Tantor_Tarzan.jpeg/revision/latest/scale-to-width-down/600?cb=20260105040318
161,6,Stitch,2,5,5,2,German Shorthaired Pointer,Muy activo e inteligente. Vínculo total con Lilo. Aprende rápido.,"El experimento 626 diseñado para destruir, que encuentra en la familia de Lilo algo que ningún programa de destrucción había contemplado: la posibilidad de pertenecer. Su transformación no es de monstruo a bueno sino de alguien que descubre para qué sirve realmente.",https://static.wikia.nocookie.net/disney/images/b/b7/Profile_-_Stitch.jpg/revision/latest/scale-to-width-down/600?cb=20190312072323
162,6,Sulley,4,5,2,2,German Longhaired Pointer,Calmado y familiar. Muy leal. Protector y afectuoso.,"El monstruo más asustador de Monstruópolis, cuyo trabajo consiste en hacer gritar a niños humanos y que descubre que la risa de una niña genera más energía que el grito más aterrador. Su historia con Boo es la que cambia el mundo de los monstruos para siempre.",https://static.wikia.nocookie.net/disney/images/3/3c/Profile_-_Sulley.jpg/revision/latest/scale-to-width-down/600?cb=20200817112818
163,6,Mike Wazowski,3,4,4,3,Lancashire Heeler,Muy expresivo y versátil. Leal a Sulley. Afectuoso e inteligente.,"El mejor amigo y compañero de Sulley, el ojo verde con patas que sueña con ser el mejor asustador a pesar de no ser físicamente intimidante. Su gestión, su humor y su lealtad son lo que mantiene funcionando la sociedad con Sulley.",https://static.wikia.nocookie.net/disney/images/d/d5/Profile_-_Mike_Wazowski.jpg/revision/latest/scale-to-width-down/600?cb=20220608010955
164,6,Koda,3,5,4,1,Teddy Roosevelt Terrier,Juguetón y muy leal. Necesita compañía constante. Curioso y adaptable.,El osezno de Hermano Oso que busca a su madre sin saber que el hombre que lo acompaña es responsable de lo que le pasó. Su historia es la de la inocencia que enseña al culpable lo que no podría aprender de ninguna otra manera.,https://static.wikia.nocookie.net/disney/images/1/10/Koda.jpg/revision/latest/scale-to-width-down/600?cb=20160821161741
165,6,Remy,3,4,3,3,Lagotto Romagnolo,Inteligente y afectuoso. Curioso y poco exigente. Leal cuando confía.,El ratón con paladar de chef que en Ratatouille controla a Linguini tirándole del pelo para cocinar en la cocina del mejor restaurante de París. Su sueño de cocinar en un mundo que considera que los ratones no deben tocar la comida es la tensión central de la película.,https://static.wikia.nocookie.net/disney/images/0/0d/Profile_-_Remy.jpg/revision/latest/scale-to-width-down/503?cb=20210304151316
166,6,Dug,3,5,4,1,Golden Retriever,Muy leal y afectuoso. Fácilmente distraído. Necesita vínculo total.,"El perro de la expedición en Up con un collar que traduce sus pensamientos al lenguaje humano, lo que resulta en un retrato honesto de cómo piensa un perro: con lealtad absoluta, distracción instantánea ante cualquier ardilla y un amor que no necesita ser ganado.",https://static.wikia.nocookie.net/disney/images/c/c7/Profile-Dug2-jpeg.jpeg/revision/latest/scale-to-width-down/600?cb=20260210130646
167,6,Pascal,4,5,2,2,Cairn Terrier,Tranquilo y leal. Alegre y activo. Vínculo total con Rapunzel.,El camaleón de Rapunzel que la ha acompañado en la torre durante años y que cuando por fin sale al mundo reacciona con el mismo asombro que ella pero con menos palabras. Su expresividad silenciosa es uno de los mejores trabajos de animación de la película.,https://static.wikia.nocookie.net/disney/images/b/ba/Profile_-_Pascal.png/revision/latest/scale-to-width-down/600?cb=20211206030625
168,6,Maximus,3,4,4,3,Irish Red and White Setter,Valiente y determinado. Leal pero con carácter fuerte. Muy activo.,"El caballo de la guardia real de Enredados, el que persigue a Flynn Rider con una determinación casi personal y que termina convirtiéndose en su aliado más improbable. Su dinámica con Flynn es la mejor relación de la película después de la de Flynn y Rapunzel.",https://static.wikia.nocookie.net/disney/images/7/7a/Profile_-_Maximus.jpeg/revision/latest/scale-to-width-down/382?cb=20210604014702
169,6,Gran Pabbie,5,3,1,4,Otterhound,Sereno y sabio. Independiente. Aparece cuando se necesita.,Gran Pabbie es el troll anciano y sabio de Frozen que borra los recuerdos de Anna de niña para protegerla de los poderes de Elsa. Años después intenta ayudar a descubrir el origen de esos poderes. Su consejo ambiguo en la primera película es el origen del malentendido que genera toda la trama.,https://static.wikia.nocookie.net/disney/images/f/f3/Grand_Pabbie.jpg/revision/latest/scale-to-width-down/600?cb=20250101193540
170,6,Olaf,4,5,3,1,Barbet,Dulce y muy afectuoso. Vínculo total. Amigable con todos.,El muñeco de nieve que Elsa crea con su magia y que sueña con experimentar el verano. Su inocencia es completamente genuina y su monólogo sobre el amor en la primera película es uno de los más honestos de toda la saga.,https://static.wikia.nocookie.net/disney/images/5/53/Profile_-_Olaf.jpeg/revision/latest/scale-to-width-down/486?cb=20200221075027
171,6,Baymax,5,5,1,2,Spinone Italiano,Muy tranquilo y paciente. Devoto y protector. Fácil de llevar.,"El robot sanitario de Big Hero 6 diseñado por el hermano de Hiro, que fue programado para curar y que aprende junto a Hiro que a veces cuidar de alguien significa ir más allá de los protocolos médicos. Su suavidad física y emocional es la del personaje más amado de la película.",https://static.wikia.nocookie.net/disney/images/d/d4/Profile_-_Baymax.jpeg/revision/latest/scale-to-width-down/600?cb=20190312041817
172,6,Bing Bong,4,5,3,1,Shih Tzu,Muy afectuoso y juguetón. Vínculo total. Necesita compañía constante.,"El amigo imaginario de Riley de Del Revés, mitad elefante mitad gato mitad algodón de azúcar, que lleva años esperando en los rincones olvidados de la memoria de Riley. Su desaparición en el pozo del olvido es el momento más doloroso de la película.",iconografia/criaturas/bing_bong.jpg
173,6,Dante,3,5,4,1,Xoloitzcuintli,Muy leal y activo. Vínculo total con Miguel. Raza sagrada que guía a los muertos.,"El perro xoloitzcuintli de Miguel en Coco, el compañero que lo sigue al mundo de los muertos sin entender exactamente dónde está ni por qué todo es tan colorido. Su lealtad sin comprensión es la más pura de la película.",https://static.wikia.nocookie.net/disney/images/8/82/Profile_-_Dante.jpeg/revision/latest/scale-to-width-down/482?cb=20190314174935
174,6,Pepita,3,3,3,4,Ibizan Hound,Familiar pero independiente. Reservada con extraños. Va a lo suyo.,"El alebrije guardián de Imelda en Coco, una criatura enorme de colores imposibles que aterra a casi todo el mundo de los muertos. Con Imelda es dócil; con los desconocidos, una amenaza.",https://static.wikia.nocookie.net/disney/images/4/4c/Profile_Picture_-_Pepita.jpg/revision/latest/scale-to-width-down/600?cb=20190604200710
175,6,Bruni,4,4,3,2,Chinese Crested,Pequeño y afectuoso. Alerta y vivo. Necesita vínculo cercano.,"La pequeña salamandra de fuego de Frozen 2 que vive en el bosque encantado y que busca constantemente las manos frías de Elsa para apagar las llamas de su cuerpo. Pequeño, impetuoso y completamente adorable.",https://static.wikia.nocookie.net/disney/images/3/39/Profile_-_Bruni.jpeg/revision/latest/scale-to-width-down/600?cb=20200417182555
176,6,El Nokk,4,2,2,5,Azawakh,Leal pero muy independiente. Difícil de vincular. Sereno y poderoso.,"El espíritu del agua en forma de caballo de Frozen 2 que guarda el río Ahtohallan. Salvaje y poderoso, acepta a Elsa como jineta después de que ella demuestre que puede con él. Es uno de los diseños visuales más impresionantes de la segunda película.",iconografia/criaturas/el_nokk.jpg
177,6,Sisu,3,5,4,2,West Highland White Terrier,Muy leal y entusiasta. Vínculo total. Alegre y con mucho carácter.,"La dragona mítica de Raya y el Último Dragón, el último dragón vivo en un mundo donde los dragones son leyenda. Optimista, algo torpe en sus poderes recién recuperados y convencida de que la confianza es la única solución cuando todo el mundo prefiere las armas.",https://static.wikia.nocookie.net/disney/images/2/20/Profile_-_Sisu.jpeg/revision/latest/scale-to-width-down/431?cb=20260523191158
178,6,Tuk Tuk,4,4,2,2,Boykin Spaniel,Tranquilo y afectuoso. Leal y fácil de llevar. Necesita compañía.,"Tuk Tuk es el compañero inseparable de Raya y su medio de transporte por los variados terrenos de Kumandra. Es un híbrido de un tercio bicho, un tercio armadillo y un tercio carlino, capaz de enrollarse en una bola para desplazarse a gran velocidad. Curioso, glotón y un poco distraído, lleva con Raya desde que cabía en la palma de su mano y ha crecido hasta convertirse en su corcel gigante. Su lealtad es total y siempre encuentra la manera de ayudar, ya sea evitando trampas, transportando a Raya o simplemente estando ahí. Su nombre hace referencia a los vehículos de transporte urbano del sudeste asiático.",https://static.wikia.nocookie.net/disney/images/5/53/Profile_%E2%80%94_Tuk_Tuk.jpeg/revision/latest/scale-to-width-down/600?cb=20251210000533
179,6,Machiavelli,4,3,2,4,Pekingese,Digno y reservado. Va a lo suyo. Leal a su manera pero muy independiente.,"El gato de Luca, el gato del señor Massimo que mira a Luca y Alberto con la sospecha serena de quien sabe exactamente lo que son pero decide no decir nada.",iconografia/criaturas/machiavelli.jpg
180,6,Sox,4,4,3,3,Nederlandse Kooikerhondje,Listo y alerta. Leal y devoto. Rápido y muy inteligente.,"El gato robot de Buzz Lightyear en la película de Pixar, diseñado como compañero emocional pero con capacidades de procesamiento que resultan ser fundamentales para la misión. La tensión entre su función emocional y su utilidad práctica es el tema más interesante de su arco.",https://static.wikia.nocookie.net/disney/images/f/f6/Profile_-_Sox.png/revision/latest/scale-to-width-down/433?cb=20220716051548
181,6,Estrella,4,5,2,1,Poodle (Toy),Muy afectuosa y devota. Vínculo total. Ágil e inteligente.,"Estrella es el co-protagonista de Wish, una pequeña bola de energía cósmica amarilla que cae del cielo en respuesta al deseo de Asha. No habla, pero se comunica con una expresividad que no necesita palabras. Basada en las estrellas de los deseos que aparecen en los cuentos de Disney, representa la esperanza más pura y la magia en su forma más infantil y directa.",iconografia/criaturas/estrella.jpg
182,6,Pena,2,3,4,3,Smooth Fox Terrier,Muy activo e independiente. Divertido pero difícil de manejar.,"Pena es el más corpulento y astuto de los dos esbirros de Hades en Hércules, el que forma dúo con Pánico. Violeta y rechoncho, es el más inteligente de los dos aunque eso no evita que las cosas salgan mal casi siempre. Capaz de transformarse en cualquier criatura de tamaño pequeño, trabaja para Hades con una lealtad que tiene más que ver con el miedo que con la devoción.",iconografia/criaturas/pena.jpg
183,6,Pánico,3,3,3,3,Wire Fox Terrier,Alerta y nervioso. Leal a su manera. Con carácter propio.,"Uno de los secuaces de Hades en Hércules, el más nervioso de los dos, siempre anticipando el peor escenario posible y siempre en lo correcto sobre que algo va a salir mal.",iconografia/criaturas/panico.jpg
184,6,Sven,4,5,3,1,Bluetick Coonhound,Muy leal y devoto. Vínculo total con Kristoff. Tenaz y afectuoso.,"El reno de Kristoff, su mejor amigo y su medio de transporte y la relación más honesta de la primera Frozen. Kristoff le habla como si fuera una persona, le da voz en sus conversaciones y lo trata con un respeto que no siempre extiende a los humanos.",https://static.wikia.nocookie.net/disney/images/0/0b/Profile_-_Sven.jpeg/revision/latest/scale-to-width-down/600?cb=20190312031834
185,6,Meeko,2,3,5,3,Schipperke,Muy activo e inquisitivo. Travieso y curioso. Difícil de controlar.,"El mapache de Pocahontas, el que roba la galleta de John Smith en su primer encuentro y el que demuestra que la convivencia es posible incluso entre los que el mundo considera incompatibles.",https://static.wikia.nocookie.net/disney/images/f/ff/Meeko_%28Pocahontas%29.jpg/revision/latest/scale-to-width-down/485?cb=20160805214505
186,6,Flit,3,3,3,4,Dandie Dinmont Terrier,Independiente y orgulloso. Leal a su manera. Reservado con extraños.,"El colibrí de Pocahontas, siempre alerta, siempre desconfiando de los nuevos, siempre sobrevolando la cabeza de Pocahontas como una alarma de peligro que ella raramente escucha.",https://static.wikia.nocookie.net/disney/images/b/bc/Flit.jpg/revision/latest/scale-to-width-down/600?cb=20160805211642
187,6,Percy,4,3,2,3,Pug,Tranquilo y algo arrogante. Mimado y leal cuando confía. Sin necesidades extremas.,"El perro faldero del gobernador Ratcliffe en Pocahontas, mimado y condescendiente al principio, que termina la película convertido en el mejor amigo de Meeko. Su transformación es la miniatura cómica del arco temático de la película.",https://static.wikia.nocookie.net/disney/images/f/fa/Percy_%28Pocahontas%29.jpg/revision/latest/scale-to-width-down/525?cb=20160805212835
188,6,Jack,3,4,4,2,Rat Terrier,Curioso y leal. Muy activo e inquisitivo. Necesita vínculo cercano.,"El ratón de Cenicienta, el más valiente y el más dedicado a ayudar a su amiga humana, el que convierte en traje lo que el hada madrina convierte en carruaje.",https://static.wikia.nocookie.net/disney/images/0/08/1922-giant-2.jpg/revision/latest?cb=20131111024753
189,6,Gus,4,5,2,1,French Bulldog,Torpe y muy leal. Dulce y afectuoso. Necesita compañía constante.,"El otro ratón de Cenicienta, más rechoncho y más torpe que Jack, que intenta seguirle el ritmo con más entusiasmo que habilidad.",https://static.wikia.nocookie.net/disney/images/8/87/Gus_Goose.png/revision/latest/scale-to-width-down/600?cb=20200714161701
190,6,Angus,4,4,3,3,Beauceron,Fiel y obediente. Fuerte y poderoso. Leal a Mérida.,"El caballo de Merida en Brave, el único ser del castillo que la conoce completamente y que la sigue a donde sea sin necesitar explicaciones.",https://static.wikia.nocookie.net/disney/images/4/46/Profile_-_Angus.jpg/revision/latest/scale-to-width-down/600?cb=20190717090804
191,6,Pua,5,5,1,1,Field Spaniel,Muy dulce y afectuoso. Vínculo total con Moana. Tranquilo y sensible.,"El cerdito de Moana, el compañero que se queda en la isla cuando ella se hace a la mar. Su despedida es breve y el recuerdo de ella vuelve en el momento en que Moana más necesita acordarse de dónde viene.",https://static.wikia.nocookie.net/disney/images/9/97/Profile_-_Pua.jpeg/revision/latest/scale-to-width-down/438?cb=20241122193128
192,6,Akela,5,3,2,4,Hovawart,Sabio y fiel. Muy independiente. Protector a su manera.,"El líder de la manada de lobos que crió a Mowgli en El Libro de la Selva, el que insiste en que Mowgli tiene un lugar entre los lobos y el que paga un precio por esa convicción.",https://static.wikia.nocookie.net/disney/images/c/c5/Jungle-book-disneyscreencaps.com-465.jpg/revision/latest/scale-to-width-down/393?cb=20150628194242
193,6,Raksha,4,5,2,3,Belgian Sheepdog (Groenendael),Maternal y protectora. Muy leal a los suyos. Brillante y vigilante.,"La madre loba de Mowgli, la que lo adoptó desde cachorro y la que tiene que dejarlo ir al mundo humano sabiendo que es lo correcto aunque le cueste todo.",https://static.wikia.nocookie.net/disney/images/2/2f/Jungle-book-disneyscreencaps.com-258.jpg/revision/latest/scale-to-width-down/600?cb=20150827150705
194,6,Valentino,2,4,5,2,Parson Russell Terrier,Muy activo y travieso. Leal y sociable. Imposible de parar.,"Valentino es la cabra de Asha en Wish, su compañera inseparable que va a todas partes con ella. Segura de sí misma y muy cabezota, tiene una perseverancia que podría enseñar un par de cosas a los humanos. Cuando Estrella le concede el don de hablar, Valentino descubre que tenía mucho que decir y no pensaba guardárselo.",https://static.wikia.nocookie.net/disney/images/0/0b/Valentino.jpg/revision/latest/scale-to-width-down/448?cb=20230427131012
