personaje_id,universo_id,nombre,rol,hiperfoco,regulacion_emocional,sensorialidad,comunicacion,aprendizaje,sociabilidad,propiocepcion,funcion_ejecutiva,estilo_comunicacion,estilo_aprendizaje,estilo_socializacion,perfil_sensorial,justificacion,descripcion,url_imagen
78,3,Jessie,antagonista,3,1,2,4,2,4,3,1,teatral-dramático,impulsivo-repetitivo,protagonista-selectivo,neutro,Muy explosiva y dramática. Vínculo leal con James y Meowth. Repite patrones constantemente.,"Jessie tiene una determinación y una resistencia que son, pese a todo, admirables. Ha fracasado más veces de las que ningún personaje podría contar y vuelve cada vez con la misma intensidad. Pese a que esa determinación está dirigida a objetivos que raramente tienen sentido, hay en ella una ambición genuina que aparece cuando compite en concursos Pokémon bajo seudónimo: en ese contexto, sin el peso del Team Rocket, es buena de verdad.",https://static.wikia.nocookie.net/pokemon/images/a/a3/Jessie_anime_Sun_and_Moon.png/revision/latest?cb=20181129161917
79,3,James,antagonista,3,3,3,3,2,4,3,2,teatral-sensible,impulsivo-repetitivo,leal-empático,neutro,Coleccionista obsesivo. Más sensible que Jessie. Vínculo leal con Jessie y Meowth.,"James tiene una sensibilidad y una capacidad de vincularse con los Pokémon que contradice completamente su rol de villano. Pese a trabajar para una organización que los explota, cuida de sus propios Pokémon con un afecto genuino que a veces lo pone en conflicto con sus misiones. Su historia personal revela a alguien que eligió la vida equivocada por las razones equivocadas, y que en otro contexto habría sido un entrenador extraordinario.",https://static.wikia.nocookie.net/pokemon/images/6/69/James-journeys2.jpeg/revision/latest?cb=20250712083336
80,3,Giovanni,antagonista,4,4,2,4,4,1,3,5,autoritario-directo,estratégico-analítico,instrumental-aislado,neutro,Líder del Team Rocket. Frío y calculador. Usa a las personas como herramientas.,"Giovanni tiene la inteligencia organizativa y la visión a largo plazo de un líder genuino. Construyó el Team Rocket desde cero y lo mantuvo operativo durante años con una disciplina y una estructura que muchas organizaciones legítimas envidiarían. Pese a usar esa capacidad para explotar Pokémon y acumular poder personal, su comprensión de cómo funcionan las estructuras de poder es real. Su papel como Líder de Gimnasio sugiere que ese talento podría haber tenido otro destino.",https://static.wikia.nocookie.net/pokemon/images/a/a8/Giovanni_Let%27s_Go%2C_Pikachu%21_and_Let%27s_Go%2C_Eevee%21.png/revision/latest/scale-to-width-down/475?cb=20220701202053
81,3,Enfermera Joy,secundario,3,5,2,4,3,5,3,4,amable-claro,metódico-práctico,abierto-servicial,neutro,Vocación total por cuidar Pokémon. Siempre calmada. Gestiona el Centro Pokémon sola.,"Las Enfermeras Joy son las cuidadoras de los Centros Pokémon en todas las regiones, personas idénticas en apariencia que Brock es el único que distingue entre sí. Su presencia constante en la serie establece la infraestructura de cuidado que hace posible la aventura de los entrenadores.",https://static.wikia.nocookie.net/pokemon/images/9/9c/Galarian_Nurse_Joy.jpg/revision/latest/scale-to-width-down/600?cb=20210602073344
82,3,Oficial Jenny,secundario,2,4,2,4,3,4,4,4,autoritario-amable,metódico-práctico,abierto-protector,neutro,Policía protectora de la comunidad. Organizada y profesional. Sigue protocolos con eficacia.,"Las Oficiales Jenny son las fuerzas del orden en todas las regiones, otro conjunto de personas visualmente idénticas que mantienen la paz en el mundo Pokémon. Como las Joy, su presencia establece una sensación de orden y continuidad en un mundo lleno de criaturas poderosas.",https://static.wikia.nocookie.net/pokemon/images/5/53/Indigo_series_jenny.png/revision/latest/scale-to-width-down/324?cb=20230519020353
83,3,Profesor Kukui,secundario,3,4,3,4,4,5,4,3,entusiasta-didáctico,experimental-práctico,abierto-acogedor,neutro,Investiga movimientos Pokémon. Muy positivo y enérgico. Acoge a Ash en Alola. Muy sociable.,"El Profesor Kukui es el investigador Pokémon de Alola, mentor de Ash durante su estancia en la región y una de las figuras parentales más presentes de la serie. Apasionado, físicamente activo y con la costumbre de mencionar movimientos Pokémon en las conversaciones cotidianas, Kukui es el adulto que Ash necesitaba tener cerca.",https://static.wikia.nocookie.net/pokemon/images/0/08/Professor_Kukui.png/revision/latest/scale-to-width-down/318?cb=20200801081334
84,4,Chihiro,protagonista,2,2,3,3,4,3,3,3,tímido-resolutivo,adaptativo-experiencial,introvertido-leal,neutro,Niña normal arrojada al mundo espiritual. Crece enormemente a lo largo de la historia. Forma vínculos profundos.,"Chihiro es la protagonista de El Viaje de Chihiro, una niña de diez años que llega al mundo de los espíritus por accidente y tiene que encontrar la manera de salvar a sus padres y de volver a casa. Su arco es el de alguien que empieza completamente perdida, sin habilidades aparentes, y que descubre que la perseverancia, la empatía y la disposición a trabajar duro son más poderosas que cualquier magia. A lo largo de la película Chihiro crece sin que nadie se lo explique: simplemente lo hace.",https://static.wikia.nocookie.net/studio-ghibli/images/8/8e/Chihiro_Ogino.jpg/revision/latest?cb=20210214130251
85,4,Haku,secundario,3,5,3,3,4,2,4,4,directo-preciso,estratégico-intuitivo,reservado-leal,neutro,Espíritu del río sereno y calculado. Solo se abre con quien confía profundamente. Protector y planificador.,"Haku es el misterioso chico que ayuda a Chihiro cuando llega al mundo de los espíritus, un ser que tiene dos formas y un pasado que él mismo ha olvidado. Su relación con Chihiro está construida sobre un recuerdo compartido que ninguno de los dos entiende del todo al principio y que al final es la clave de su liberación. Es sereno, protector y lleva el peso de una identidad perdida.",https://static.wikia.nocookie.net/studio-ghibli/images/8/89/Haku-2.png/revision/latest/scale-to-width-down/532?cb=20201008131345
86,4,Yubaba,antagonista,4,2,2,4,4,2,3,5,intimidante-expresivo,estratégico-controlador,instrumental-dominante,neutro,Explosiva y autoritaria pero calculada. Controla la casa de baños con mano de hierro. Vínculo real solo con su hijo.,"Yubaba es la dueña de los baños de los espíritus, una bruja poderosa y codiciosa que convierte a los recién llegados en trabajadores robándoles el nombre. Es el obstáculo principal de Chihiro pero también un personaje con una lógica interna coherente: tiene sus propias reglas que cumple cuando alguien las conoce. Su bebé gigante y su pájaro gemelo son dos de las imágenes más memorables de la película.",https://static.wikia.nocookie.net/studio-ghibli/images/f/f8/Yubaba-0.jpg/revision/latest/scale-to-width-down/600?cb=20200710021834
87,4,Lin,secundario,2,3,2,4,3,3,3,4,directo-sin filtro,práctico-eficiente,reservado-leal,neutro,Directa y sin filtro. Muy leal con quien aprecia. Organizada y eficiente en su trabajo diario.,"Lin es la trabajadora de los baños que se convierte en aliada y protectora de Chihiro, alguien que conoce las reglas del lugar y que ayuda sin pedir nada a cambio. Práctica, directa y con un sentido del humor seco, Lin representa la solidaridad entre personas que sobreviven en un sistema difícil.",https://static.wikia.nocookie.net/studio-ghibli/images/f/f2/Lin_face.png/revision/latest?cb=20200914123534
88,4,Nausicaä,protagonista,4,4,5,4,5,4,4,4,empático-claro,investigador-intuitivo,abierto-inspirador,hipersensible-natural,Investigadora del ecosistema. Percibe el entorno natural con sensibilidad extraordinaria. Líder natural e inspiradora.,"Nausicaä es la protagonista de Nausicaä del Valle del Viento, la princesa de un pequeño reino que busca entender la Jungla Tóxica que el resto del mundo quiere destruir. Valiente, curiosa y con una empatía que se extiende incluso a los seres que todos temen, Nausicaä tiene una visión del equilibrio natural que va muy por delante de su tiempo. Es uno de los personajes femeninos más completos y poderosos de Miyazaki.",https://static.wikia.nocookie.net/studio-ghibli/images/b/be/Nausicaa.jpg/revision/latest?cb=20210206143546
89,4,Lord Yupa,secundario,3,5,2,4,4,3,4,4,preciso-sabio,observacional-analítico,reservado-respetado,neutro,Sereno y ecuánime en cualquier situación. Pocas palabras con mucho peso. Espadachín excepcional.,"Lord Yupa es el explorador más respetado del mundo de Nausicaä, mentor de la protagonista y uno de los pocos personajes que entiende la complejidad de la situación desde el principio. Su presencia es la del sabio que observa más que actúa y cuyo juicio todos respetan.",iconografia/personajes/lord_yupa.jpg
90,4,Kushana,antagonista,4,4,2,4,4,2,4,5,autoritario-preciso,estratégico-analítico,distante-instrumental,neutro,Fría y controlada. Estratega militar nata. Lidera ejércitos con precisión total.,"Kushana es la comandante del ejército Tolmekio, la antagonista aparente de Nausicaä que resulta ser un personaje mucho más complejo de lo que parece. Su determinación para destruir la Jungla Tóxica viene de una experiencia personal de pérdida que la ha marcado, y su relación con Nausicaä evoluciona hacia un respeto mutuo que ninguna de las dos esperaba.",https://static.wikia.nocookie.net/studio-ghibli/images/e/ea/Kushana.jpg/revision/latest?cb=20210501091709
91,4,Ashitaka,protagonista,3,5,3,4,4,4,5,4,honesto-directo,observacional-adaptativo,abierto-empático,neutro,Extraordinariamente calmado incluso con la maldición. Arquero excepcional. Conecta con personas muy distintas.,"Ashitaka es el protagonista de La Princesa Mononoke, un joven que recibe una maldición al defender su aldea y que viaja al oeste buscando una cura y la verdad sobre el conflicto entre los humanos y los dioses del bosque. Es sereno, justo y tiene una capacidad para ver el bien en todos los lados de un conflicto sin negar la complejidad de ninguno. Su historia es la de alguien que busca la paz en un mundo que no sabe cómo tenerla.",https://static.wikia.nocookie.net/studio-ghibli/images/4/49/Ashitaka.jpg/revision/latest?cb=20220118140313
92,4,San,protagonista,4,2,4,2,3,1,5,3,directo-agresivo,instintivo-experiencial,aislado-selectivo,hipersensible-natural,Criada por lobos. Rechaza el mundo humano. Guerrera salvaje con control corporal instintivo extraordinario.,"San, la Princesa Mononoke, es la chica criada por lobos que odia a los humanos por lo que le han hecho al bosque. Feroz, leal a su familia lobuna y completamente incapaz de ver a los humanos como algo que no sea el enemigo, San tiene que enfrentarse a sus propias contradicciones cuando conoce a Ashitaka. Su arco es el de alguien que aprende que el odio puro no puede ser toda la respuesta.",https://static.wikia.nocookie.net/studio-ghibli/images/3/3f/San.jpg/revision/latest?cb=20210214204849
93,4,Lady Eboshi,antagonista,4,4,2,4,4,3,3,5,carismático-persuasivo,estratégico-pragmático,protector-selectivo,neutro,Carismática y pragmática. Organiza y lidera Ciudad del Hierro con precisión y visión de futuro.,"Lady Eboshi es la líder de Ciudad del Hierro, la antagonista principal de La Princesa Mononoke y uno de los personajes más interesantes de Miyazaki. No es malvada en el sentido simple: construyó una ciudad que da refugio a prostitutas y leprosos, trata a sus trabajadores con respeto y tiene razones reales para lo que hace. El problema es que su visión del progreso destruye el bosque, y ella lo sabe y elige seguir adelante.",https://static.wikia.nocookie.net/studio-ghibli/images/5/53/Eboshi.jpg/revision/latest?cb=20220118140456
94,4,Sophie,protagonista,2,3,2,3,3,3,3,4,directo-práctico,experiencial-adaptativo,reservado-leal,neutro,Resignada al principio pero se libera a lo largo de la historia. Muy organizada y trabajadora.,"Sophie es la protagonista de El Castillo Ambulante, una joven sombrerera que es transformada en anciana por una bruja celosa y que termina viviendo en el castillo mágico de Howl. Su transformación física tiene una dimensión psicológica importante: Sophie empieza la película incapaz de valorarse a sí misma, y ser anciana la libera paradójicamente de ciertas inhibiciones. Su arco es el de alguien que aprende a ocupar el espacio que merece.",https://static.wikia.nocookie.net/studio-ghibli/images/f/f4/Sophie_short_hair.jpg/revision/latest/scale-to-width-down/517?cb=20210708010401
95,4,Howl,protagonista,3,1,4,4,4,3,4,2,teatral-encantador,intuitivo-brillante,carismático-esquivo,hipersensible-estético,Dramático y extremo. Mago brillante pero caótico y evitativo. Huye de los problemas antes que enfrentarlos.,"Howl es el mago protagonista de El Castillo Ambulante, conocido por su vanidad extraordinaria, su cobardía estratégica y su capacidad de aparecer en el momento menos esperado para salvarte la vida. Bajo la fachada de frivolidad hay un hombre que lleva un peso enorme y que encuentra en Sophie a alguien que lo ve de verdad. Es encantador, complicado y mucho más valiente de lo que quiere aparentar.",iconografia/personajes/howl.jpg
96,4,Calcifer,secundario,3,3,3,4,3,3,2,3,sarcástico-directo,observacional-perspicaz,gruñón-leal,neutro,Gruñón y quejica pero leal con los del castillo. Sarcástico y muy expresivo a su manera.,"Calcifer es el demonio del fuego que vive en el hogar del castillo de Howl, atrapado por un contrato que ninguno de los dos puede romper solo. Es gruñón, sarcástico y tiene una lealtad que intenta ocultar bajo la brusquedad. Su relación con Sophie es uno de los vínculos más divertidos de la película.",https://static.wikia.nocookie.net/studio-ghibli/images/2/2a/Calcifer.png/revision/latest?cb=20110705204516
97,4,Kiki,protagonista,3,3,2,3,3,3,4,3,amable-directo,autodidacta-experiencial,abierto-progresivo,neutro,Bruja en busca de su lugar. Vulnerable cuando pierde sus poderes. Vuela con gran destreza.,"Kiki es la protagonista de Kiki, Entrega a Domicilio, una bruja de trece años que según la tradición debe pasar un año sola en una ciudad nueva para desarrollar sus poderes. Entusiasta al principio y paralizada por la duda a la mitad, Kiki atraviesa una crisis creativa que cualquiera que haya intentado hacer algo artístico reconocerá. Su historia es sobre la confianza en uno mismo y sobre lo que pasa cuando esa confianza desaparece.",https://static.wikia.nocookie.net/studio-ghibli/images/5/59/Kiki.jpg/revision/latest?cb=20210214125850
98,4,Ponyo,protagonista,5,3,4,3,3,5,3,1,directo-entusiasta,imitativo-impulsivo,abierto-total,hipersensible-dual,Obsesionada con Sosuke y el mundo humano. Totalmente impulsiva. Abierta con todo el mundo sin excepción.,"Ponyo es el pez-niña protagonista de la película del mismo nombre, una criatura del mar que quiere ser humana con una determinación que literalmente desestabiliza el equilibrio natural del mundo. Es pura energía, curiosidad y afecto sin filtros. Su amistad con Sosuke es el corazón de la historia. Adora el jamón.",https://static.wikia.nocookie.net/studio-ghibli/images/0/01/Ponyo_Japan_Poster.png/revision/latest/scale-to-width-down/450?cb=20240608125339
99,4,Porco Rosso,protagonista,3,4,2,3,4,2,5,3,sarcástico-lacónico,técnico-experiencial,aislado-selectivo,neutro,Voluntariamente aislado. Piloto excepcional. Oculta sus emociones tras el sarcasmo.,"Porco Rosso es el piloto de hidroavión con cara de cerdo que protagoniza la película del mismo nombre, un ex piloto de guerra que se ganó esta apariencia por razones que la película no termina de explicar del todo. Es melancólico, habilidoso y tiene un código de honor muy claro. Su historia es la de alguien que eligió retirarse del mundo pero que el mundo no le deja en paz.",https://static.wikia.nocookie.net/studio-ghibli/images/4/41/Porco_Rosso.jpg/revision/latest/scale-to-width-down/400?cb=20220212051521
100,4,Sheeta,protagonista,2,4,3,3,3,3,3,3,suave-honesto,experiencial-adaptativo,reservado-leal,neutro,Serena incluso en peligro extremo. Conectada a su cristal y a Laputa. Forma vínculos profundos con rapidez.,"Sheeta es la protagonista de El Castillo en el Cielo, la chica que cae del cielo con un cristal de volheita y un pasado que no conoce del todo. Tranquila, valiente y con una intuición que la guía en los momentos difíciles, Sheeta es el tipo de protagonista que actúa desde los valores más que desde el plan.",https://static.wikia.nocookie.net/studio-ghibli/images/b/bb/Sheeta_3.png/revision/latest?cb=20221030023634
101,4,Pazu,protagonista,4,3,2,4,4,4,4,3,directo-honesto,autodidacta-práctico,abierto-generoso,neutro,Mecánico autodidacta. Muy ágil físicamente. Abierto y generoso con todos.,"Pazu es el chico que atrapa a Sheeta cuando cae y que se convierte en su compañero de viaje hacia Laputa, el castillo en el cielo. Práctico, leal y con una fe en Sheeta que no necesita ser explicada, Pazu es el tipo de personaje cuya fuerza viene de la sencillez de sus motivaciones.",https://static.wikia.nocookie.net/studio-ghibli/images/8/8b/Pazu.jpg/revision/latest?cb=20210214205023
102,4,Satsuki,protagonista,2,3,4,4,4,4,3,4,claro-responsable,metódico-organizado,abierto-integrador,hipersensible-perceptivo,Madura y responsable para su edad. Percibe seres que otros no pueden ver. Gestiona la casa y a Mei con eficacia.,"Satsuki es la hermana mayor de Mei y co-protagonista de Mi Vecino Totoro, una niña de diez años que lleva meses siendo el adulto responsable de la familia mientras su madre está en el hospital. Cuando Mei desaparece, la fachada de control de Satsuki se rompe y lo que emerge es el miedo de una niña que lleva demasiado tiempo siendo fuerte.",https://static.wikia.nocookie.net/studio-ghibli/images/f/f2/Satsuki_Kusakabe.jpg/revision/latest?cb=20210215103238
103,4,Mei,protagonista,4,2,5,3,2,4,3,1,directo-sin filtro,imitativo-impulsivo,abierto-sin filtro,hipersensible-perceptivo,Percibe seres invisibles para otros. Totalmente impulsiva y sin filtro. Obsesionada con Totoro desde que lo descubre.,"Mei es la hermana pequeña de Satsuki, la primera en encontrar a Totoro y la que con menos dudas decide que un espíritu del bosque enorme es claramente un amigo. Su curiosidad sin límites y su desapego total de las inhibiciones adultas son los que hacen posible el encuentro.",https://static.wikia.nocookie.net/studio-ghibli/images/0/01/Mei_Kusakabe.jpg/revision/latest?cb=20181012193530
104,4,El Baron,secundario,3,5,3,5,4,3,4,5,elocuente-elegante,observacional-sabio,amable-distante,neutro,Extraordinariamente elocuente y sereno. Planificador nato. Ayuda a quienes lo necesitan con precisión total.,"El Barón Humbert von Gikkingen es el gato estatua que cobra vida en El Reino de los Gatos, un personaje de otro cuadro de Yoshifumi Kondō que aparece como guía de la protagonista. Elegante, preciso y con un código de caballerosidad que aplica a todo, el Barón es la figura que ayuda a Haru a encontrar su propio camino.",iconografia/personajes/el_baron.jpg
105,4,Muta,secundario,2,3,3,3,3,2,2,3,brusco-directo,observacional-perspicaz,gruñón-reservado,neutro,Gruñón y brusco pero listo aunque no lo aparente. Pocos vínculos reales. Muy sensible a olores y comida.,"Muta es el gato gordo y gruñón que acompaña a Haru en El Reino de los Gatos, el conocido del Barón que tiene sus propias razones para no querer estar allí. Cínico por fuera y más leal de lo que admite, Muta es el contrapunto perfecto a la elegancia del Barón.",https://static.wikia.nocookie.net/studio-ghibli/images/e/e7/Muta.png/revision/latest/scale-to-width-down/600?cb=20180909223638
106,4,Arrietty,protagonista,3,3,4,3,4,3,5,3,directo-honesto,observacional-curioso,reservado-leal,hipersensible-dimensional,Muy ágil y precisa en un mundo gigante. Curiosa y observadora. Forma vínculos profundos cuando confía.,"Arrietty es la protagonista de El Mundo Secreto de Arrietty, una pequeña de catorce años que pertenece a los Borrowers, seres diminutos que viven bajo los suelos de las casas humanas tomando prestadas pequeñas cosas. Curiosa, valiente y consciente de que el mundo que conoce está desapareciendo, Arrietty tiene una dignidad tranquila que la hace extraordinaria.",https://static.wikia.nocookie.net/studio-ghibli/images/0/04/Arrietty.jpg/revision/latest?cb=20210223202308
107,5,Hipo,protagonista,4,3,3,3,5,3,3,4,sarcástico-reflexivo,autodidacta-creativo,introvertido-leal,neutro,Ingeniero nato y autodidacta. Aprende de forma creativa y resuelve problemas con ingenio. Forma vínculos profundos cuando confía.,"Hipo es el protagonista de Cómo Entrenar a tu Dragón, el hijo del jefe vikingo Estoico que nació sin las habilidades físicas que su cultura valora pero con una inteligencia, una curiosidad y una empatía que le permiten hacer lo que nadie más ha conseguido: conectar con un Furia Nocturna. Su historia es la de alguien que cambia el mundo no siendo lo que se esperaba de él sino siendo exactamente lo que es.",iconografia/personajes/hipo.jpg
108,5,Astrid,protagonista,4,4,2,4,4,3,5,4,directo-sin filtro,metódico-disciplinado,reservado-leal,neutro,Guerrera disciplinada y metódica. Directa y sin filtro. Leal y organizada con propósito claro.,"Astrid es la mejor guerrera de su generación en Isla Mema, disciplinada, directa y con un estándar de excelencia que se aplica a sí misma con la misma exigencia que a los demás. Su arco junto a Hipo es el de alguien que aprende a cuestionar lo que le han enseñado cuando las pruebas la obligan a hacerlo. Es valiente de una manera diferente a Hipo pero igual de auténtica.",iconografia/personajes/astrid.png
109,5,Patapez,secundario,4,3,3,3,5,3,2,3,técnico-nervioso,teórico-memorizador,dependiente-leal,neutro,Experto en dragones. Absorbe y memoriza información constantemente. Torpe físicamente pero brillante teóricamente.,"Patapez es el más corpulento de los jóvenes vikingos, con una fuerza física impresionante y un entusiasmo por la lucha que supera con creces su precisión. Es leal, directo y tiene un corazón tan grande como su complexión. Su dinámica con Brusca es uno de los elementos más divertidos de las películas.",iconografia/personajes/patapez.jpg
110,5,Mocoso,secundario,3,2,2,3,3,4,4,2,directo-agresivo,competitivo-impulsivo,dominante-selectivo,neutro,Arrogante y explosivo. Muy leal con su grupo. Aprende por competición y orgullo.,"Mocoso es uno de los gemelos de Isla Mema, el más inteligente y reflexivo de los dos, con una tendencia a los monólogos filosóficos que nadie más aprecia del todo. Tiene ideas creativas y una perspectiva diferente que a veces lo hace brillante y a veces simplemente peculiar.",iconografia/personajes/mocoso.jpg
111,5,Chusco,secundario,2,3,2,4,2,5,3,2,gracioso-expresivo,impulsivo-experiencial,abierto-inseparable,neutro,Muy gracioso y despreocupado. Vínculo extraordinario con Brusca. Conecta fácil con todos.,"Chusco es el otro gemelo, más impulsivo y físico que Mocoso, con una energía desbordante y una lealtad sin condiciones hacia su hermano y hacia el grupo. Su relación con su dragón Vómito y Eructo, que tiene dos cabezas que no se ponen de acuerdo, es una extensión perfecta de su propia dinámica con Mocoso.",iconografia/personajes/chusco.jpg
112,5,Brusca,secundario,2,2,2,4,2,5,3,2,sarcástico-expresivo,impulsivo-experiencial,abierto-inseparable,neutro,Sarcástica y explosiva. Vínculo extraordinario con Chusco. Abierta con todos pero inseparable de su hermano.,"Brusca es la chica más dura del grupo de Isla Mema, con una confianza en sí misma y una disposición al combate que la convierten en una de las más temibles. Su relación con Patapez evoluciona a lo largo de las películas con una naturalidad que la hace creíble.",iconografia/personajes/brusca.jpg
113,5,Bocón,secundario,2,4,2,5,3,4,3,3,gracioso-expresivo,experiencial-sabio,abierto-protector,neutro,El humor es su forma de comunicarse. Figura de apoyo para Hipo. Sabio y experimentado a su manera.,"Bocón es el más delgado y menos físicamente intimidante del grupo, lo que compensa con una velocidad y una agilidad considerables. Su nombre en versión original hace referencia a su tendencia a hablar más de lo que actúa, aunque cuando actúa lo hace bien.",iconografia/personajes/bocon.jpg
114,5,Valka,secundario,5,3,4,2,5,1,5,3,bloqueado-honesto,autodidacta-investigador,aislado-selectivo,hipersensible-natural,Vive 20 años aislada con dragones. Conoce a los dragones mejor que nadie. Le cuesta enormemente comunicarse con personas.,"Valka es la madre de Hipo, a quien todos creían muerta y que en realidad lleva veinte años viviendo entre dragones en un santuario que ha construido para protegerlos. Su reencuentro con su hijo es uno de los momentos más emotivos de la trilogía, y su conocimiento de los dragones es tan profundo como el de Hipo pero construido desde una soledad completamente diferente.",iconografia/personajes/valka.jpg
115,5,Estoico el inmenso,secundario,3,3,2,3,3,3,4,4,autoritario-directo,experiencial-tradicional,reservado-respetado,neutro,Líder serio y contenido. Pocas palabras con mucho peso. Organizado y responsable en sus decisiones.,"Estoico es el jefe de Isla Mema y el padre de Hipo, el vikingo más vikingo de todos los vikingos: enorme, serio y con una visión del mundo basada en la tradición y la fuerza. Su arco a lo largo de las películas es el de un padre que aprende a ver a su hijo tal como es en lugar de como esperaba que fuera, y que descubre que lo que Hipo hizo cambió el mundo mejor de lo que cualquier guerrero hubiera podido.",iconografia/personajes/estoico.jpg
116,5,Drago Puño Sangriento,antagonista,5,3,2,4,4,1,4,5,intimidante-carismático,estratégico-analítico,instrumental-aislado,neutro,Obsesionado con dominar todos los dragones. Usa a las personas como herramientas. Planificador obsesivo y poderoso.,"Drago tiene una capacidad de liderazgo y una resistencia personal que son el resultado de haber sobrevivido y reconstruirse desde la pérdida total. Pese a usar esa fuerza para dominar y controlar, su historia comienza en el mismo lugar que la de Hipo: una comunidad destruida por dragones. La diferencia está en qué hizo cada uno con ese dolor. Su convicción de que los dragones solo pueden ser dominados por la fuerza es un error, pero viene de una experiencia real.",iconografia/personajes/drago.jpg
117,5,Eret,secundario,2,4,2,4,3,3,4,3,seguro-directo,experiencial-adaptativo,reservado-leal,neutro,Cazador de dragones experimentado. Pragmático y adaptable. Leal cuando elige un bando.,"Eret empieza la historia como cazador de dragones y termina como aliado, lo que ya dice que su lealtad no es ciega sino evaluada. Pese a haber contribuido a la captura de muchos dragones, tiene una honestidad sobre sí mismo y sobre sus motivaciones que hace creíble su cambio. Su habilidad y su pragmatismo son los mismos antes y después: solo cambia a quién sirven.",iconografia/personajes/eret.jpg
118,6,Mudito,secundario,3,4,4,1,3,2,3,2,reservado-gestual,observacional-silencioso,reservado-anhelante,hipersensible-social,Mudo y muy sensible. Se comunica por gestos. Reservado pero con vínculos profundos cuando confía.,"Mudito es el único enano que no habla en Blancanieves, el más pequeño y tímido del grupo, que expresa todo lo que siente a través de la música y del lenguaje corporal. Su incapacidad para articular palabras en presencia de la emoción lo hace al mismo tiempo el más vulnerable y el más expresivo de los siete.",iconografia/personajes/mudito.jpg
119,6,Pinocho,protagonista,2,2,3,3,2,4,3,1,directo-sin filtro,imitativo-ingenuo,abierto-ingenuo,neutro,Impulsivo e ingenuo. Fácilmente manipulable. Aprende por experiencia dura.,"Pinocho es el muñeco de madera que quiere ser un niño de verdad, el protagonista de una historia sobre la honestidad, la curiosidad y las consecuencias de las decisiones impulsivas. Su nariz que crece con cada mentira es la imagen más icónica de la película, pero su arco real es el de alguien que aprende qué significa ser real en el sentido más profundo.",iconografia/personajes/pinocho.jpeg
120,6,Alicia,protagonista,3,3,4,3,4,3,3,2,curioso-directo,curioso-reflexivo,abierto-adaptativo,neutro,Curiosa y sensible al entorno extraño. Se pierde fácil pero aprende constantemente.,"Alicia es la niña que cae por la madriguera del conejo y que navega un mundo sin lógica aparente con una mezcla de curiosidad, frustración y determinación que resulta profundamente reconocible. Su historia es la de alguien que intenta aplicar las reglas del mundo que conoce a un lugar donde esas reglas no funcionan.",iconografia/personajes/alicia.jpg
121,6,Sombrerero Loco,secundario,4,1,4,4,3,3,2,1,teatral-caótico,asociativo-caótico,excéntrico-selectivo,hipersensible-ambiental,Obsesivo con el té y muy caótico. Explosivo e impredecible. Pensamiento muy asociativo.,"El Sombrerero es el anfitrión de la merienda más caótica de Wonderland, un personaje cuya lógica interna es perfectamente coherente para él y completamente impenetrable para los demás. Es exuberante, impredecible y vive completamente en el presente de cada conversación.",iconografia/personajes/sombrerero_loco.jpg
122,6,Conejo Blanco,secundario,4,1,3,3,3,2,3,4,ansioso-urgente,metódico-rígido,reservado-instrumental,neutro,Obsesionado con la puntualidad. Muy ansioso y meticuloso. Se derrumba ante cualquier imprevisto.,"El Conejo Blanco es la figura que desencadena toda la aventura de Alicia, siempre corriendo, siempre tarde, siempre con la ansiedad visible de quien vive en un estado de urgencia permanente que nunca se resuelve.",iconografia/personajes/conejo_blanco.jpg
123,6,Arthur/Grillo,secundario,3,5,2,4,3,3,3,4,empático-claro,reflexivo-moral,abierto-protector,neutro,Conciencia moral extraordinaria. Muy equilibrado y empático. Perseverante y organizado.,"Pepito Grillo es la conciencia de Pinocho, el grillo que intenta con más entusiasmo que éxito mantener a Pinocho en el camino correcto. Es idealista, algo pomposo en su discurso moral y genuinamente comprometido con su papel aunque el destinatario no siempre le escuche.",https://static.wikia.nocookie.net/disney/images/f/f0/Profile_-_Jiminy_Cricket.jpeg/revision/latest/scale-to-width-down/450?cb=20190312063605
124,6,Tigger,secundario,2,2,4,4,2,5,4,1,entusiasta-impulsivo,impulsivo-experiencial,abierto-total,neutro,Hiperactivo e impulsivo. Muy sociable y expresivo. Sin planificación alguna.,"Tigger es el tigre de El Bosque de los Cien Acres, puro rebote y energía desbordante, el que llega sin avisar y lo llena todo de movimiento. Su certeza absoluta de que él es el único Tigger y de que los botes son 'lo que mejor hacen los Tiggers' es su marca de identidad.",https://static.wikia.nocookie.net/disney/images/6/60/Profile_-_Tigger.png/revision/latest/scale-to-width-down/453?cb=20230430081828
125,6,Piglet,secundario,2,2,4,2,3,3,3,3,tímido-ansioso,práctico-cauteloso,dependiente-leal,neutro,Muy ansioso y sensible. Tímido pero leal. Se bloquea bajo presión aunque intenta actuar.,"Piglet es el cerdit más pequeño y más ansioso del Bosque, siempre al borde del pánico ante cualquier cosa que se salga de lo conocido. Pero debajo de esa fragilidad aparente hay una valentía tranquila que aparece cuando sus amigos la necesitan, lo que lo convierte en uno de los personajes más entrañables de la saga.",https://static.wikia.nocookie.net/disney/images/5/5d/Profile_-_Piglet.png/revision/latest/scale-to-width-down/600?cb=20190424074931
